Title,Yapımşirketi,Yönetmen,Sezonsayısı,Yayıntarihi,Tür,Kanal,Başrol
Canısı,Gold Film,Temel Gürsu,1,21 Ekim 1997  ( 1997-10-21 )  -  14 Nisan 1998  ( 1998-04-14 ),Dram -  - Macera,Show TV,İbrahim Erkal -  - Emine Ün -  - Yusuf Çetin -  - Sevtap Parman -  - Tanju Gürsu -  - Sedef Bildik -  - Canan Perver -  - Kuzey Vargın -  - Nur Subaşı -  - Murat Soydan -  - Engin Koç
Kanun Savaşçıları,TRT,Emin Gerçeker,1,1989 - 1989,Aksiyon -  - Macera -  - Polisiye,TRT 1 -  (1989),Serdar Gökhan -  - Eşref Kolçak -  - Özlem Savaş -  - Yusuf Sezgin -  - Savaş Akova -  - Orsel Sonat -  - Sermin Karaali -  - Perin Karaali -  - Tanju Şarman
Sıcak Saatler,Sinegraf  (1-17) Detay Film,Osman Sınav -  (1-13) -  - Mustafa Şevki Doğan -  (14-28) -  - Sadullah Celen -  (29-30) -  - Veli Çelik -  (30-67)  -  - Mehmet Aslantuğ -  (67-80),3,15 Eylül 1997 - 12 Haziran 2000,Dram -  - Duygusal -  - Macera -  - Polisiye,atv,Mehmet Aslantuğ -  - Arzum Onan -  - Nihat Nikerel -  - Kenan Işık -  - Aytaç Yörükaslan -  - Sevda Ferdağ
Kırık Kanatlar,Avşar Film,Çağatay Tosun -  - Faruk Teber -  - Temel Gürsu -  - Haluk Bener -  - Cevdet Mercan,2,19 Ocak 2006 - 7 Şubat 2007,Dram,Kanal D,Mehmet Ali Nuroğlu -  - Özge Özberk -  - Cansel Elçin -  - Begüm Birgören -  - Şemsi İnkaya -  - Saygın Soysal -  - Türkü Hazer -  - Sermiyan Midyat -  - Tolga Tecer -  - Tanju Gürsu -  - Cengiz Sezici -  - Beyazıt Gülercan -  - Şebnem Doğruer
İki Aile,D Productions,Nursan Esenboğa -  - (1-24) -  - Metin Günay -  (25-52) -  - Yıldız Hülya Bilban -  (53-93),2,19 Haziran 2006 - 16 Haziran 2008,Komedi -  - Aile,Star TV -  (2006-2008),Emre Kınay -  - İclal Aydın
Altın Kızlar,Play Prodüksiyon,Levent Demirkale,1,12 Nisan 2009 - 10 Mayıs 2009,Komedi,atv,Nevra Serezli -  - Cansu Dere -  - Türkân Şoray -  - Fatma Girik -  - Tamer Karadağlı -  - Sümer Tilmaç
Şahin Tepesi,Ay Yapım,Hilal Saral,1,23 Kasım 2018 - 28 Aralık 2018,Aşk -  - Dram,atv,Zerrin Tekindor -  - Ebru Özkan -  - Boran Kuzum -  - Aybüke Pusat -  - Murat Aygen -  - Esra Dermancıoğlu -  - Kaan Taşaner -  - Leyla Tanlar
Yamak Ahmet,Okur Film,Hakan Arslan -  - Günay Günaydın,2,8 Ağustos 2011 - 17 Ağustos 2012,Tarihî,TRT 1 -  (2011-2012),Ferit Aktuğ -  - Kemal Uçar -  - Başak Parlak -  - Emrah Elçiboğa -  - Emin Gürsoy -  - Yusuf Atala -  - Betül Şahin -  - Birsen Dürülü -  - Tarık Şerbetçioğlu -  - Mafta Güney -  - Mustafa Turan -  - Yavuz Topoyan -  - Alay Cihan -  - Metin Yıldırım -  - Yunus Emre Kılınç -  - Burhan Yıldız -  - Uğur Arslanoğlu -  - Gaye Turgut
Kurt Kanunu,Pana Film,Yasin Uslu,1,7 Şubat 2012 - 7 Haziran 2012,Tarihî -  - Dram -  - Macera,TRT 1,Ümit Acar -  - Ali Başar -  - Pelin Akil -  - Bahar Kerimoğlu -  - İlker Kızmaz
Gül ve Diken,Kemal Film,Osman F. Seden,1,6 Aralık 1994 - 31 Ocak 1995,Romantik -  - Duygusal,Star TV,Aydan Şener -  - Murat Parasayar -  - Müge Arda -  - Tomris Oğuzalp -  - Ozan Bilen
Fırıldak Ailesi,Grafi2000,Ömer Sinir,3,11 Şubat 2013  ( 2013-02-11 )  -  28 Aralık 2016  ( 2016-12-28 ),Komedi,Star TV -  (2013)  -  -  grafi2000  - Youtube -  kanalı (2013-2016)  -  -  tv2 (2014-2014)  -  - TV8 -  (2015-2016),Bülent Kayabaş -  - Demet Akbağ -  - Gülen Karaman -  - Tülay Bursa
Kızıl Elma,Sinegraf,Mustafa Şevki Doğan,2,15 Ocak 2014 - 23 Ekim 2014,Aksiyon -  - Kurgu,TRT 1 -  ( - HD - ),Furkan Palalı -  - Pelin Akil -  - Aslıhan Güner -  - Burak Sergen -  - Zeynep Eronat -  - Erdal Cindoruk
Şevkat Yerimdar,Limon Film,Bülent İşbilen -  - Selin Kılıçaslan,1,26 Mayıs 2017 - 30 Mart 2018,Komedi,FOX,Özgürcan Çevik -  - Başak Parlak
Boşgezen ve Kalfası,Ortaoyuncular,Ferhan Şensoy,1,1 Mart 1995  ( 1995-03-01 )  -  30 Haziran 1995  ( 1995-06-30 ),Komedi,Flash TV -  (1995),Ferhan Şensoy -  - Suna Pekuysal -  - Derya Baykal -  - Rasim Öztekin -  - Tarık Pabuçcuoğlu -  - Levent Ünsal -  - Settar Tanrıöğen -  - Şükran Dedeman -  - Pınar Alsan
Huzur Sokağı,Set Film  (2012-2013)  atv İç Yapımlar  (2013-2014),Şenol Sönmez,2,7 Eylül 2012 - 18 Nisan 2014,Dram,atv -  ( - HD - ),Selin Demiratar -  - Ahmet Kutsi Karadoğan -  - Güven Hokna -  - Sinem Öztürk -  - Gökhan Mete -  - Yeşim Salkım
Bir Aşk Hikayesi,MF Yapım,Barış Yöş -  (1-22) -  - Murat Onbul -  (23-36),1,26 Mart 2013 - 14 Ocak 2014,Aşk -  - Dram,FOX -  ( - HD - ),Seçkin Özdemir -  - Damla Sönmez
Klavye Delikanlıları,Süreç Film,Yahya Samancı,1,3 Ekim 2017 - 26 Kasım 2017,Komedi,Show TV,Rasim Öztekin -  - Kaan Yıldırım -  - Uraz Kaygılaroğlu -  - Vildan Atasever -  - Ali Barkın -  - Sinan Çalışkanoğlu -  - Filiz Taçbaş -  - Cengiz Küçükayvaz -  - İpek Tenolcay -  - Gül Onat -  - Onur Dilber
Hayat Bilgisi,Süreç Film,Tarkan Karlıdağ,4,13 Şubat 2003 - 16 Haziran 2006,Gençlik -  - Komedi -  - Aile,Kanal D -  (2003) -  - Show TV -  (2003-2006),Perran Kutman -  - Tarık Pabuççuoğlu -  - Kerem Kupacı
Tozkoparan,Veya Yapım  (1-10) Fotoroman Film Yapım  (11-55),Şevki Es,3,11 Kasım 2018 - 19 Nisan 2020,Tarihî -  - Macera -  - Dram,TRT 1,Özgür Ege Nalcı -  - Yusuf Gökhan Atalay -  - Burak Kut -  - Burcu Altın -  - Tuana Naz Tiryaki -  - Leya Kırşan -  - Yağız Kılınç -  - Deniz Erayvaz -  - Alara Kardak
Mahallenin Muhtarları,Replik Yapım,Oğuz Yalçın -  - Filiz Kaynak -  - Avni Kütükoğlu -  - Nursan Esenboğa,10,5 Ekim 1992  ( 1992-10-05 )  -  18 Haziran 2002  ( 2002-06-18 ),Aile,Kanal 6 -  (1992-1994) -  - atv -  (1994-2000) -  - Kanal D -  (2001-2002) -  - Star TV -  (2002),Aydan Burhan -  - Erkan Can -  - Cihat Tamer -  - Işık Aras -  - Goncagül Sunar -  - Esra Akkaya -  - Nedret Özbek -  - Leman Çıdamlı -  - Filiz Taçbaş
Nöbet,Pana Film,Necati Şaşmaz -  - (Genel Yönetmen) -  - Ömer Gökhan Erkut,1,3 Mart 2019 - 5 Mayıs 2019,Dram -  - Aksiyon -  - Askerî -  - Savaş,Show TV,Yurdaer Okur -  - Saygın Soysal -  - Deniz Bolışık -  - İpek Karapınar -  - Kürşat Alnıaçık -  - İbrahim Kendirci
Tatil Aşkları,Star TV,Oğuz Yalçın,1,2004 - 2004,Komedi,Star TV,Seray Sever -  - Nilgün Belgün -  - Ercan Yazgan
Kuzey Rüzgârı,Duka Film,Mustafa Şevki Doğan,1,3 Eylül 2007 - 30 Ocak 2008,Aşk -  - Mafya,Show TV,Kadir İnanır -  - Oktay Kaynarca -  - Ebru Kocaağa -  - Çağla Kubat -  - Selçuk Yöntem 
Türk Malı,Süreç Film,Jale Atabey,2,28 Mayıs 2017 - 27 Eylül 2017,Komedi,Star TV -  ( - HD - ) (2017),Şafak Sezer -  - Mehmet Ali Erbil -  - Hasibe Eren -  - Nergis Kumbasar
İnadına Yaşamak,Süreç Film,Serdar Akar,1,28 Kasım 2013  ( 2013-11-28 )  -  9 Ocak 2014  ( 2014-01-09 ),Dram -  - Romantik,Kanal D,Sanem Çelik -  - Oktay Kaynarca -  - Murat Ünalmış
Küçük Ağa,Erler Film,Aysun Akyüz -  - Erol Özlevi,2,28 Ocak 2014  ( 2014-01-28 )  -  17 Mart 2015  ( 2015-03-17 ),Aile -  - Komedi,Kanal D,Birce Akalay -  - Emir Berke Zincidi -  - Sarp Levendoğlu -  - Zeki Alasya
Saygılar Bizden,Bugay Yapım,Zeki Ökten,1,19 Eylül 1992 - 12 Aralık 1992,Dram -  - Komedi -  - Politika,InterSTAR,Kemal Sunal -  - Jülide Kural -  - Selma Tarcan -  - Yaman Tarcan -  - Nur Gürkan -  - Alev Oraloğlu -  - Tuncer Necmioğlu -  - Zafer Algöz -  - Yaman Okay -  - Güler Ökten -  - Ozan Bilen -  - Orhan Çağman -  - Kutay Köktürk -  - Erdinç Dinçer
Koca Koca Yalanlar,Limon Film,Osman Taşcı -  - Burcu Alptekin,1,13 Ağustos 2018 - 30 Ekim 2018,Dram -  - Komedi,Kanal D,Hakan Yılmaz -  - Evrim Alasya -  - Selen Uçer -  - Pelin Öztekin
Hayat Şarkısı,Most Production,Cem Karcı,2,9 Şubat 2016 - 6 Haziran 2017,Dram -  - Romantik -  - Aile,Kanal D,Burcu Biricik -  - Birkan Sokullu -  - Ahmet Mümtaz Taylan
Eşkıya Dünyaya Hükümdar Olmaz,atv,Onur Tan -  (1-199)  -  - Zübeyr Şaşmaz -  (140-199)  -  - Baran Özçaylan -  (140-199),6,8 Eylül 2015 - 15 Haziran 2021,Aksiyon -  - Suç -  - Dram,atv -  (2015-2021),Oktay Kaynarca -  -  Deniz Çakır -  -  Müjde Uzman -  -  Yunus Emre Yıldırımer -  -  Ozan Akbaba -  -  Tarık Ünlüoğlu
Bambaşka Biri,TIMS&B Productions,Neslihan Yeşilyurt -  - (1-10) -  - Özlem Günhan -  (11-) -  - Gül Sarıaltın (11-),1,11 Eylül 2023 - 13 Ocak 2024,Dram -  - Polisiye -  - Romantik gerilim,FOX,Burak Deniz -  - Hande Erçel
Kurşun,Most Production,Murat Can Oğuz -  - Burak Arlıel,1,23 Ekim 2019 - 4 Aralık 2019,Aksiyon -  - Dram,FOX,Engin Altan Düzyatan -  - Burçin Terzioğlu -  - Berrak Tüzünataç -  - Sarp Akkaya -  - Engin Şenkan -  - Kürşat Alnıaçık -  - Seda Akman
Evlerden Biri,Koliba Film,Bahadır İnce,1,1 Ağustos 2012 - 29 Ekim 2012,Dram,Star TV -  ( - HD - ),Ceyda Ateş -  - Özgür Çevik -  - Barış Aytaç -  - Şemsi İnkaya
Kertenkele,Yapım Atölyesi,"Kartal Çidamlı -  (1-7, 72-76) -  - Metin Balekoğlu -  - (8-22) -  - Murat Onbul -  (23-34) -  - Cem Tabak -  (35-41) -  - Hakan Arslan -  (42-71) -  - Canan Çelik -  (74-85) -  - Gülbin Aydın -  (76-85)",3,25 Ekim 2014 - 24 Aralık 2016,Komedi -  - Aşk -  - Aksiyon -  - Polisiye -  - Dram,atv -  ( - HD - )  -  - a2 -  (Tekrar),Ahmet Kayakesen -  - Asena Tuğal -  - Fatih Doğan -  - Dilşad Şimşek -  - Turabi Çamkıran -  - Eski başroller -  - Timur Acar -  - Sera Tokdemir -  - Erdinç Gülener -  - Sinan Çalışkanoğlu -  - Umut Oğuz -  - Bihter Dinçel -  - Eda Özerkan -  - Şemsi İnkaya -  - Yıldırım Memişoğlu
Baş Belası,ARC Film,Murat Onbul,1,20 Haziran 2021 - 10 Eylül 2021,Aksiyon -  - Romantik komedi -  - Polisiye,atv,İrem Helvacıoğlu -  - Seçkin Özdemir
Şaşkın Bakkal 216,Acun Medya,Bedran Güzel,1,25 Ocak 2020 - 8 Şubat 2020,Komedi,TV8 -  ( - HDTV - ),Önder Açıkbaş -  - Zihni Göktay -  - Zuhal Yalçın -  - Levent Akkök -  - Ceylan Yılmaz -  - İsa Telci -  - Ayça Bildik -  - Mustafa Çelik -  - Buse Narcı -  - Gülten Çelik -  - Yaşar Mahmutoğlu
Gülperi,Tims&B Productions,Metin Balekoğlu,1,14 Eylül 2018 - 3 Mayıs 2019,Dram,Show TV,Nurgül Yeşilçay -  - Timuçin Esen -  - Tarık Pabuçcuoğlu -  - Ece Sükan -  - Burak Dakak -  - Aleyna Özgeçen -  - Emir Özyakışır -  - Onur Bilge
Reis,Most Production,Sadullah Celen,1,1 Ağustos 2011 - 10 Ekim 2011,Dram -  - Aşk -  - Romantik -  - Aile,atv,Mehmet Âkif Alakurt -  - Melisa Sözen -  - Şükran Ovalı
Bu Kalp Seni Unutur mu?,Sis Yapım,Aydın Bulut,1,13 Ekim 2009 - 9 Şubat 2010,Politik -  - Dram,Show TV,Bülent İnal -  - Melis Birkan -  - Berrak Tüzünataç -  - Okan Yalabık -  - Saygın Soysal -  - Tuba Ünsal -  - Tansel Öngel -  - Bülent Alkış -  - Engin Hepileri -  - Tuğçe Kumral -  - Hale Soygazi -  - Salih Güney -  - Fatih Dönmez
Kurşun Yarası,Avşar Film,Sadullah Celen -  - Özer Kızıltan,2,15 Eylül 2003  ( 2003-09-15 ) [1]  -  7 Şubat 2005  ( 2005-02-07 ) [2] [3] [4] [5],Dram,atv,Berdan Mardini -  - Gerçek Sağlar -  - Bülent İnal -  - A. Yavuz Sepetçi -  - Ayçin İnci -  - Avni Yalçın -  - Ahmet Mümtaz Taylan -  - Nur Sürer -  - Emrah Elçiboğa -  - Mehmet Akan -  - Mesut Akusta -  - Ali Kırca -  - Fikret Hakan
Gerçek Kesit,Flash TV,Erbay Gül,13,1 Temmuz 1993  ( 1993-07-01 ) [1]  - 2006,Gerilim -  - Aksiyon -  - Dram -  - Absürt komedi,Flash TV -  (1993-2006),Cahit Kaşıkçılar -  - Cevat Dinçer -  - Mehmet Vanlıoğlu
Maria ile Mustafa,NTC Medya,Faruk Teber,1,6 Eylül 2020 - 27 Aralık 2020,Romantik -  - Dram,atv -  ( - HD - ),Jessica May -  - Hilmi Cem İntepe -  - Tamer Levent
Oğlum,Ay Yapım,Gökçen Usta,1,9 Şubat 2022 - 25 Mayıs 2022,Psikoloji -  - Dram,Show TV,Songül Öden -  - Canan Ergüder -  - Feyyaz Duman -  - Timur Acar -  - Serhat Teoman -  - Nihal Yalçın -  - Kubilay Aka -  - Tuğçe Açıkgöz
Unutulmaz,Stil Medya,Ersoy Güler -  - Cem Tabak -  - Şenol Sönmez,2,1 Temmuz 2009 - 29 Haziran 2011,Dram -  - Üzüntü,atv,Serhan Yavaş -  - Sinem Öztufan -  - Özlem Yılmaz -  - Nihat Altınkaya
6 Mantı,ARC Film,Ahmet Katıksız -  - Yahya Samancı,2,4 Kasım 2012 - 5 Ağustos 2013,Komedi -  - Aile,TRT 1,Burcu Binici -  - İnan Ulaş Torun
Zemheri,Ay Yapım,Hilal Saral,1,15 Ocak 2020 - 18 Mart 2020,Aşk -  - Drama,Show TV,Alperen Duymaz -  - Ayça Ayşin Turan -  - Caner Cindoruk
Bez Bebek,Focus Film,Serpil Kurtça,3,20 Eylül 2007 - 2 Nisan 2010,Çocuk -  - Fantastik -  - Komedi -  - Dram,FOX,Evrim Akın -  - Tan Sağtürk -  - Alpay Atalan -  - Fatoş Kabasakal -  - Reyhan Asena Keskinci -  - Ege Tanman -  - Oya Aydoğan -  - Sibel Kasapoğlu -  - Mehmet Usta -  - Sevinç Aktansel
Kıbrıs: Zafere Doğru,TMC Film,Hakan İnan -  (1-9) -  - Osman Taşcı -  (10-24) -  - Barış Erçetin -  (10-24),2,1 Nisan 2021 - 4 Şubat 2022,Tarihî -  - Dram -  - Savaş,TRT 1,Ahmet Kural -  - Serkan Çayoğlu -  - Pelin Karahan -  - Tayanç Ayaydın -  - Gülper Özdemir -  - Devrim Saltoğlu
Hanımın Çiftliği,Gold Film,Faruk Teber,2,4 Eylül 2009 - 17 Haziran 2011,Dram,Kanal D -  ( - HD - ),Mehmet Aslantuğ -  - Özgü Namal -  - Ebru Özkan -  - Caner Cindoruk -  - Mehmet Çevik -  - Necip Memili -  - Gözde Kansu -  - Hakan Boyav -  - Mehmet Ali Oral -  - Can Kolukısa -  - Ali Düşenkalkar -  - İmer Özgün -  - Haki Biçici -  - Barış Çakmak -  - Fikret Kuşkan -
Şen Yuva,BKM,Hakan Algül,2,5 Temmuz 2010 - 24 Aralık 2010,Komedi -  - Aile,atv -  (2010)  -  - FOX -  (2010),Ceyda Düvenci -  - Levent Üzümcü -  - Ayşegül Atik -  - Altan Erkekli -  - Alper Kul
Kınalı Kar,Yağmur Ajans,Taner Akvardar,3,21 Eylül 2002  ( 2002-09-21 ) [1]  -  25 Aralık 2004  ( 2004-12-25 ) [2] [3] [4],Dram,Kanal D,Emrah -  - Özlem Conker -  - Engin Şenkan -  - Mustafa Avkıran
Gizli Saklı,No Dokuz Productions,Şahin Altuğ,1,8 Haziran 2022 - 3 Ağustos 2022,Romantik komedi -  - Polisiye,FOX,Sinem Ünsal -  - Halit Özgür Sarı
Her Şey Yolunda,Limon Film,Ömer Uğur,1,9 Nisan 2013 - 29 Eylül 2013,Polisiye -  - Komedi,Show TV -  ( - HD - ),İpek Tuzcuoğlu -  - Bülent Alkış -  - Aslıhan Güner -  - Burçin Abdullah -  - Bora Akkaş -  - Gökhan Alkan -  - Aykut Taşkın -  - Berk Atan -  - Arzu Oruç -  - Barış Çelikkol -  - Emre Büyükpınar -  - Ferzan Hekimoğlu -  - Melisa Toros -  - Cezmi Baskın -  - Murat Akkoyunlu -  - Tuğçe Kurşunluoğlu
Gül Masalı,Pastel Film,Sadullah Şentürk,1,19 Haziran 2022 - 16 Ekim 2022,Dram,atv,Erdem Kaynarca -  - Gülper Özdemir
Ben de Özledim,Eflatun Film,Onur Ünlü -  - Erkan Tunç,1,25 Ekim 2013  ( 2013-10-25 )  -  29 Ocak 2014  ( 2014-01-29 ),Absürt komedi,Star TV -  ( - HD - ) (2013-2014),Ali Atay -  - Serkan Keskin -  - Osman Sonant
Sevdim Seni Bir Kere,Focus Film,Bergüzar Demiroğlu -  - Buket Çartıl -  - Mihriban Şahin,1,9 Eylül 2019 - 10 Nisan 2020,Dram -  - Romantik -  - Aile,Star TV,Yağmur Çokgenç -  - Oğuzhan Kayra Koç -  - Gonca Yakut -  - Volkan Murat Benli -  - Didem Özkavukçu
Tatar Ramazan,TMC Film,Cevdet Mercan,2,26 Nisan 2013 - 26 Ocak 2014,Dram -  - Aşk -  - Tarihî -  - Gerilim -  - Suç,atv -  ( - HD - ),Bülent İnal -  - Burak Yamantürk -  - Burcu Kara -  - Özge Özpirinçci -  - Osman Soykut -  - Umut Karadağ -  - Şebnem Hassanisoughi -  - Demir Karahan -  - Ahmet Mekin -  - Vedat Erincin -  - Ayla Arslancan -  - Nur Sürer -  - Türkü Turan -  - Umut Kurt -  - Volga Sorgu -  - Taner Ölmez -  - Tugay Mercan -  - Sezai Altekin -  - Mehmet Ali Nuroğlu -  - Saygın Soysal -  - Cemal Hünal -  - Emre Melemez -  - Hikmet Karagöz -  - ve -  - Turgay Kantürk -  - Kanbolat Görkem Arslan -  - Serdal Genç -  - Kadim Yaşar -  - Erol Gedik -  - Görkem Türkeş -  - Bekir Hakan Ünverdi -  - Hasan Say -  - Recep Yener -  - Tamer Yiğit -  - Hande Erçel
Alev Alev,Ay Yapım,Ahmet Katıksız -  - Ufuk Hakan Eren -  - Özgür Sevimli,1,5 Kasım 2020 - 27 Mayıs 2021,Dram -  - Aile,Show TV,Demet Evgar -  - Hazar Ergüçlü -  - Dilan Çiçek Deniz -  - Berkay Ateş -  - Zuhal Olcay -  - Cihangir Ceyhan
Roman  Havası,Erler Film,Hakan Arslan,1,4 Aralık 2014 - 10 Ocak 2015,Komedi -  - Romantik -  - Aile,Show TV -  ( - HD - ),Oya Başar -  - Levent Ülgen -  - Petek Dinçöz -  - Erkan Şahin -  - Cezmi Baskın -  - Günay Karacaoğlu -  - Lalizer Kemaloğlu -  - Boğaç Aksoy -  - Gökhan Şahin -  - Gülay Baltacı -  - Mehtap Ar -  - Hakan Dülger -  - Çiğdem Aygün -  - Galip Erdal -  - Mesut İzgi
Adını Feriha Koydum,Medyapım,Merve Girgin -  - Neslihan Yeşilyurt,2,14 Ocak 2011 - 29 Haziran 2012,Aşk -  - Drama,Show TV -  ( - HD - ) -  - teve2 -  ( - HD - )-10 Ekim 2016-günümüz ( - Tekrar -  yayını),Vahide Perçin -  - Hazal Kaya -  - Çağatay Ulusoy -  - Metin Çekmez -  - Deniz Uğur -  - Yusuf Akgün -  - Ceyda Ateş -  - Barış Kılıç
Baba Candır,MF Yapım,Yusuf Pirhasan -  (1-33) -  - Murat Onbul -  (34-41) -  - Emre Kabakuşak -  (42-48) -  - Çağrı Bayrak -  (49-66),2,2 Ağustos 2015 - 18 Mayıs 2017,Komedi -  - Aile,TRT 1 -  ( - HD - ),Settar Tanrıöğen -  - Uraz Kaygılaroğlu -  - Berna Koraltürk -  - Melis Tüzüngüç -  - Özgün Karaman
Zengin ve Yoksul,NTC Medya,Deniz Yorulmazer,1,7 Nisan 2019 - 26 Mayıs 2019,Dram -  - Aşk,atv,Binnur Kaya -  - Gökhan Alkan -  - Osman Sonant -  - Evrim Solmaz -  - Damla Colbay -  - Gülcan Arslan
Cesur ve Güzel,Ay Yapım,Ali Bilgin,1,10 Kasım 2016 - 22 Haziran 2017,Dram -  - Romantik,Star TV,Kıvanç Tatlıtuğ -  - Tuba Büyüküstün
Kırmızı Oda,OGM Pictures,Cem Karcı -  (1-32) -  - Benal Tairi -  (29-42) -  - Ali Balcı -  (34-42) -  - Başak Soysal -  (43-61),2,4 Eylül 2020 - 18 Şubat 2022,Dram -  - Psikolojik,TV8,Binnur Kaya -  - Tülin Özen -  - Meriç Aral -  - Burak Sevinç -  - Gülçin Kültür Şahin
Küçük Gelin,Ser Film,Naci Çelik Berksoy,3,8 Eylül 2013 - 8 Kasım 2015,Aile -  - Dram,Samanyolu TV,Çağla Şimşek -  - Gözde Mukavelat -  - Orhan Şimşek -  - Bengi Öztürk Akkaya -  - Arda Esen -  - Ufuk Şen -  - Sema Aybars -  - Ali Çakalgöz -  - Arif Selçuk -  - Ece Okay -  - Melda Arat -  - Devrim Atmaca -  - Melissa Yıldırımer -  - Gökhan Şahin -  - Yağmur Kar -  - Burcu Yüce -  - Burcu Adal Köse -  - Helin Melike Çal -  - Sabri Özmener -  - Onurcan Kırşan -  - Tayfun Sav -  - Ece Baykal -  - Elif Verit
Aşk Yakar,Avşar Film,Mehmet Ulukan,1,17 Ekim 2008 - 29 Mayıs 2009,Dram -  - Komedi,Kanal D,Özcan Deniz -  - Meltem Cumbul
Mükemmel Eşleşme,MinT Motion Pictures,Emre Kavuk,1,16 Temmuz 2022 - 12 Ekim 2022,Aile -  - Romantik komedi,TRT 1,Ahmet Kayakesen -  - Gizem Sevim
Kader Bağları,Süreç Film,Benal Tairi -  (1-4) -  - Ersoy Güler -  (5),1,30 Eylül 2023 - 28 Ekim 2023,Dram,FOX,Serkan Çayoğlu -  - Ayça Ayşin Turan
Sağır Oda,Proje-ct Prodüksiyon,Serdar Akar -  (1-6) -  - Onur Tan -  (6-34),1,18 Eylül 2006 - 7 Haziran 2007,İstihbarat -  - Aksiyon,Kanal D,Orhan Kılıç -  - Çağla Kubat -  - Engin Cezzar -  - Mahir Günşiray -  - Arsen Gürzap
Kırmızı Işık,TRT,Hilmi Akyalçın,1,2008 - 2008,Eğitim,TRT 1,Cüneyt Arkın -  - Tolga Savacı -  - Meral Orhonsay -  - Bahadır Tok -  - Meltem Ören -  - Fatma Belgen -  - Kemal İnci -  - Muhammet Taflan -  - Ahmet Vuran
Kapalıçarşı,TMC,Yasin Uslu,2,28 Eylül 2009 - 6 Ekim 2010,Macera -  - Komedi,atv -  (2009-2010),Nejat İşler -  - Olgun Şimşek -  - Aslı Tandoğan -  - Tülin Özen -  - Mert Fırat -  - Erkan Can -  - Selen Seyven -  - Engin Altan Düzyatan -  - Zeynep Eronat
Şubat,Eflatun Film,Volkan Kocatürk,1,14 Eylül 2012 - 30 Mayıs 2013,Dram,TRT 1,Alican Yücesoy -  - Melisa Sözen -  - Musa Uzunlar -  - Serkan Ercan -  - Özkan Uğur
Kampüsistan,D Productions,Uluç Bayraktar,2,6 Ekim 2003  ( 2003-10-06 ) [1]  -  11 Eylül 2004  ( 2004-09-11 ),Dram -  - Gençlik,Kanal D,Kaan Urgancıoğlu -  - Göksun Çam -  - Burak Altay -  - Tuğçe Kazaz -  - İpek Değer -  - Engin Hepileri -  - Irmak Ünal -  - Ekim Mağden -  - Aylin Kontente -  - Elif Akşar -  - İstemihan Tuna
Kezban Yenge,Kanal 7,Hilal Saral,2,27 Mart 2005  ( 2005-03-27 ) [1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11] [12] [13]  -  28 Haziran 2006  ( 2006-06-28 ) [14] [15] [16] [17] [18] [19] [20],Komedi -  - Dram,Kanal 7 -  (2005-2006),Parkan Özturan -  - Ege Tanman -  - Nurcan Elver -  - Şensel Uykal
Kızım,Medyapım,Gökçen Usta,1,19 Eylül 2018 - 31 Mayıs 2019,Dram -  - Aile,TV8,Buğra Gülsoy -  - Leyla Lydia Tuğutlu -  - Beren Gökyıldız
Alparslan: Büyük Selçuklu,Akli Film,Sedat İnci,2,8 Kasım 2021 - 6 Kasım 2023,Tarihî -  - Kurgu,TRT 1,Barış Arduç -  - Fahriye Evcen -  - Kayra Zabcı -  - Mehmet Özgür -  - Yurdaer Okur -  - Serhat Tutumluer -  - Barış Bağcı -  - Korel Cezayirli -  - Sarp Levendoğlu -  - Gizem Karaca -  - Özgür Çevik -  - Erdinç Gülener -  - Uygar Özçelik -  - Devrim Saltoğlu
Deli Saraylı,Süreç Film,Aydın Bulut,1,17 Eylül 2010 - 9 Aralık 2010,Komedi -  - Tarihî,Show TV,Perran Kutman -  - Çetin Tekindor -  - Köksal Engür -  - Ünal Silver -  - Öner Erkan -  - Akın Saatçi -  - Özge Özpirinçci -  - Melis Birkan -  - Tatsyana Tsvikeviç -  - Kenan Ece -  - Ani İpekkaya
Öyle Bir Geçer Zaman ki,D Productions,Zeynep Günay,3,14 Eylül 2010 - 18 Haziran 2013,Dram,Kanal D -  ( - HD - ),Erkan Petekkaya -  -  Ayça Bingöl -  -  Wilma Elles
Tatlı Küçük Yalancılar,O3 Medya,Cem Karcı,1,6 Temmuz 2015 - 3 Ekim 2015,Dram -  - Psikolojik -  - Gerilim,Star TV,Şükrü Özyıldız -  - Bensu Soral -  - Büşra Develi -  - Melisa Şenolsun -  - Dilan Çiçek Deniz -  - Beste Kökdemir
Lise Defteri,Statü Yapım,Mustafa Altıoklar,1,12 Eylül 2003  ( 2003-09-12 ) [1]  -  13 Mayıs 2004  ( 2004-05-13 ) [2] [3],Gençlik -  - Komedi -  - Dram,Kanal D,Ece Erken -  - Emre Altuğ -  - Arda Kural -  - Selin Demiratar
